31,9390149892934
30,7652248394004
35,9496359743041
55,5155460385439
58,9567451820128
68,1476659528908
42,6182441113490
60,4409421841542
52,8822269807281
110,675460385439
47,2106209850107
65,3272805139186
30,7611134903640
57,9885224839400
75,7598286937902
74,9807280513919
99,6262098501071
92,2196145610279
69,9792719486081
46,5671948608137
56,5022698072805
61,0658672376874
47,2455674518201
34,0707494646681
31,9081798715203
71,8519914346895
43,2308351177730
56,3357601713062
160,161713062099
102,417815845824
80,7181156316917
37,0494218415418
32,8352890792291
37,7524625267666
245,174132762313
95,1941755888651
58,7326766595289
36,0051391862955
75,6303211991435
47,3627408993576
73,5705353319058
78,1423554603854
62,0916488222698
39,7896359743041
51,6118201284797
46,0717773019272
60,9980299785867
88,5152890792291
46,7624839400428
33,0799143468951
63,8348608137045
114,918372591006
106,568222698073
90,5976873661670
41,5451820128480
26,3434689507495
42,6470235546039
82,7018415417559
178,773790149893
43,4384582441113
33,6513918629550
25,0812847965739
36,2662098501071
29,6531049250535
66,8464239828694
56,9565738758030
29,9470663811563
41,0004282655246
28,7609421841542
50,9786723768737
39,3003854389722
45,2597858672377
48,4830835117773
47,0790578158458
65,2018843683084
80,7674518201285
132,858244111349
115,241113490364
78,1958029978587
40,5502355460385
56,5968308351178
48,5488650963597
29,0364025695932
49,3464668094218
28,0414561027837
28,5656531049251
36,6937901498929
27,8482226980728
81,2669807280514
54,1855246252677
32,2411991434690
33,3718201284797
37,2734903640257
35,2404282655246
81,9042398286938
35,4912205567452
26,5140899357602
22,2362312633833
33,3327623126338
34,2290364025696
91,5659100642399
88,7743040685225
113,689079229122
37,2344325481799
39,7238543897216
78,1875802997859
38,5644539614561
66,8258672376874
33,9515203426124
36,6526766595289
48,4358029978587
27,4411991434690
36,6526766595289
50,1070663811563
34,5106638115632
19,7838115631692
35,8900214132762
63,2366595289079
106,155032119914
52,3025267665953
41,8946466809422
30,6501070663812
87,3024411134904
100,483426124197
153,271092077088
74,0844539614561
44,6821413276231
59,2301498929336
54,3438115631692
32,6872805139186
115,600856531049
73,2806852248394
37,2961027837259
35,0307494646681
38,6919057815846
28,7424411134904
66,7539186295503
86,0423126338330
40,1062098501071
58,8251820128480
53,4105353319058
131,149978586724
160,611905781585
87,7505781584582
105,908351177730
65,0764882226981
125,252248394004
119,311349036403
161,164882226981
144,863383297645
110,369164882227
49,6918201284797
69,3728479657388
44,2525053533191
35,1150321199143
35,6268950749465
29,1885224839400
36,8232976445396
82,9423554603854
84,3504925053533
97,8357173447537
109,176873661670
48,0061670235546
36,5930620985011
84,6835117773019
116,957601713062
137,906980728051
48,6783725910064
32,6194432548180
26,3866381156317
29,7517773019272
14,1697644539615
29,3303640256959
68,3408993576017
44,7602569593148
30,8268950749465
76,5985438972163
79,2215845824411
42,3386723768737
54,3582012847966
63,4442826552463
46,4171306209850
42,9060385438972
43,3336188436831
110,471948608137
88,8051391862955
70,8673233404711
82,6730620985011
67,2801713062099
55,7827837259101
56,1713062098501
41,1011563169165
31,9513490364026
32,0644111349036
34,4777730192720
26,4441970021413
94,0121627408994
110,434946466809
110,804967880086
38,5089507494647
32,8866809421842
78,5637687366167
65,3170021413276
38,7576873661670
45,6894218415418
69,7202569593148
75,3651391862955
129,466381156317
123,155460385439
172,573875802998
91,0725481798715
41,6274089935760
31,5114346895075
82,1426980728051
71,2620128479658
38,0238115631692
28,4525910064240
24,7914346895075
57,6411134903640
38,8460813704497
61,2858244111349
39,3127194860814
29,5174304068523
24,6331477516060
45,9484368308351
80,9051820128480
99,4494218415417
46,9968308351178
39,0824839400428
38,3876659528908
39,1338758029979
35,8139614561028
72,8161027837259
24,9887794432548
18,8772591006424
18,5976873661670
45,1816702355460
61,6270663811563
45,7531477516060
64,4597858672377
31,8321199143469
22,7953747323340
30,6953319057816
26,1091220556745
20,4745182012848
18,0118201284797
44,1702783725910
33,5321627408994
38,1985438972163
113,442398286938
69,6853104925054
37,4256102783726
26,1070663811563
30,6706638115632
36,5848394004283
26,6970449678801
20,4087366167024
30,2739186295503
16,9408137044968
37,2077087794433
35,9640256959315
30,6110492505353
140,795203426124
67,9811563169165
37,7031263383298
42,0405995717345
131,197259100642
67,9770449678801
155,347323340471
137,730192719486
77,0590149892934
44,6636402569593
69,7099785867238
32,3172591006424
30,0560171306210
27,0403426124197
24,3371306209850
26,4894218415418
69,6668094218415
62,7494646680942
74,3701927194861
38,6179014989293
30,5226552462527
25,0504496788009
62,9036402569593
78,2554175588865
62,1574304068523
63,7217987152034
68,7869807280514
56,8435117773019
43,1691648822270
61,9374732334047
197,529764453962
84,7904068522484
27,7516059957173
46,0820556745182
121,095674518201
53,5441541755889
43,9647109207709
31,2462526766595
40,0753747323341
25,2477944325482
30,8474518201285
19,7920342612420
140,264839400428
74,1111777301927
27,7084368308351
15,1667665952891
26,7648822269807
28,0065096359743
43,4631263383298
35,8550749464668
26,6641541755889
37,6599571734475
41,9809850107067
51,9468950749465
77,4907066381156
51,0773447537473
17,8144753747323
20,7643683083512
33,8549036402570
31,0447965738758
32,4961027837259
44,8383725910064
54,0724625267666
102,744668094218
81,8692933618844
55,8773447537473
125,801113490364
133,207708779443
88,5440685224839
74,2221841541756
50,9334475374732
67,8372591006424
261,276231263383
71,6525910064240
40,5070663811563
32,0890792291221
34,6422269807281
50,7895503211991
94,4089079229122
49,4821413276231
31,7930620985011
33,0901927194861
41,0538758029979
42,9944325481799
32,7962312633833
30,9214561027837
28,2778586723769
23,5970877944326
27,2849678800856
26,2406852248394
27,8996145610278
69,0151605995717
65,5472376873662
27,7557173447537
42,5565738758030
161,232719486081
87,2613276231263
45,5866381156317
36,9075802997859
41,1710492505353
70,0368308351178
59,0800856531049
98,0680085653105
92,6903640256959
43,9235974304068
61,4400000000000
47,9321627408994
32,2843683083512
33,3183725910064
74,2674089935760
60,4306638115632
57,1004710920771
60,7410706638116
36,2497644539615
24,8243254817987
62,1101498929336
36,6979014989293
24,5241970021413
36,3443254817987
36,4059957173448
32,0376873661670
30,7302783725910
33,6493361884368
22,6720342612420
72,5262526766595
106,235203426124
62,8460813704497
52,5533190578158
60,4779443254818
30,0889079229122
83,1294218415418
51,7536616702356
49,5068094218416
29,3385867237687
29,6983297644540
38,6137901498929
43,1362740899358
67,6830835117773
96,7605995717345
185,545182012848
62,1286509635974
33,7952890792291
29,2255246252677
31,8403426124197
80,0253533190578
71,9095503211992
39,8924197002141
38,4575588865096
40,7660813704497
74,3537473233405
59,8098501070664
60,4573875802998
42,3653961456103
39,5121199143469
33,4992719486081
71,7286509635975
72,6845396145610
90,7025267665953
44,9843254817987
36,0462526766595
78,8248394004283
80,9051820128480
126,423982869379
80,4426552462527
46,0039400428266
45,7367023554604
43,0787152034261
71,6772591006424
87,9787580299786
156,868522483940
71,0502783725910
70,5445824411135
92,6903640256960
81,5486081370449
96,4604710920771
92,7109207708780
69,9587152034261
60,4388865096360
97,5253104925054
179,830406852248
135,530620985011
107,306209850107
63,1523768736617
44,7643683083512
45,4817987152034
64,2151605995717
53,4639828693790
69,6524197002141
44,0017130620985
24,1891220556745
24,1068950749465
39,1791006423983
64,3590578158458
45,9607708779443
39,9273661670236
29,0343468950750
52,1956316916488
58,8642398286938
56,8866809421842
56,2391434689507
25,0833404710921
16,7229122055674
19,6234689507495
26,4832548179872
83,7687366167024
33,2875374732334
41,8864239828694
29,9594004282655
59,6042826552462
110,422612419700
87,1400428265525
104,469379014989
69,8127623126338
58,4058244111349
98,3373019271949
60,1079229122056
128,068522483940
61,6126766595289
37,9498072805139
36,7061241970022
82,2660385438972
114,404453961456
63,6128479657388
70,7110920770878
31,3757601713062
25,1367880085653
25,4471948608137
31,7868950749465
31,6121627408994
33,6966167023555
31,2051391862955
26,5901498929336
39,0228693790150
22,1046680942184
14,0464239828694
30,5740471092077
18,6346895074946
39,0598715203426
96,9497216274090
98,8059957173447
37,7976873661670
31,5217130620985
26,3229122055674
55,4107066381156
48,8613276231264
54,7014989293362
59,1068094218415
34,9053533190578
36,0092505353319
31,4292077087794
34,1324197002141
149,087794432548
119,829379014989
47,2805139186296
33,8137901498929
33,6185010706638
64,6345182012848
40,6489079229122
49,1676231263383
38,8296359743041
31,6286081370450
41,6829122055674
49,7103211991435
39,9006423982869
49,3711349036403
30,4774304068522
26,1687366167024
43,7118629550321
42,9841541755889
33,6390578158458
80,1589721627409
96,2734047109208
39,4237259100643
43,0684368308351
86,1820985010707
43,9194860813705
173,949122055675
63,7238543897217
43,4692933618844
49,7576017130621
97,7678800856532
79,6183297644540
137,339614561028
90,3427837259101
64,1267665952891
40,6859100642398
59,2013704496788
39,8143040685225
33,4848822269807
28,3950321199144
51,1328479657388
37,9744753747323
55,1105781584582
32,9134047109208
55,3675374732334
63,4586723768737
30,2903640256959
28,7691648822270
41,9398715203426
58,3235974304069
48,7626552462527
35,0513062098501
45,2762312633833
59,3719914346895
94,3595717344754
84,1593147751606
144,637259100642
129,856959314775
46,5939186295503
29,4393147751606
31,6347751605996
27,5460385438972
32,8722912205567
28,9459528907923
45,5475802997859
114,626466809422
157,341327623126
104,181584582441
91,1033832976445
133,125481798715
65,9645396145610
45,3502355460386
98,6949892933619
66,9389293361884
45,2597858672377
46,3554603854390
66,3201713062099
